owner_id,first_name,last_name,city_id,area_code,phone_number
135,Michael,Roberts,162,289,764-8960
136,Charles,Schneider,240,343,289-9918
137,David,Stein,114,204,114-6409
138,Anna,Jones,260,825,812-2250
139,Kathryn,King,328,778,175-3955
140,Ryan,Montgomery,111,416,149-3942
141,Michael,Irwin,275,581,944-9527
142,Jessica,York,231,867,417-5103
143,Christy,Blanchard,178,581,271-1167
144,Carla,White,92,365,660-3121
145,Daniel,Harmon,46,587,979-2724
146,Jeff,Johnson,296,780,687-8972
147,Lisa,Cruz,10,249,879-6844
148,Sarah,Barber,165,249,155-9342
149,Brian,Bennett,24,289,709-3189
150,Joanna,Mcfarland,311,403,306-7462
151,Ashley,Myers,39,780,872-8045
152,Marcus,Howell,75,438,870-3625
153,Thomas,Walker,105,519,626-3201
154,Robert,Mayo,94,579,198-3820
155,Anthony,Hall,226,647,679-8865
156,Derek,Simpson,124,249,986-6755
157,Beth,Villanueva,207,902,792-7917
158,Matthew,Rivera,102,250,789-2324
159,Michael,Cannon,144,639,545-8989
160,Mindy,Gonzalez,211,431,550-2533
161,Tyler,Cochran,283,437,280-2446
162,Michelle,Reed,394,778,443-6640
163,Andrea,Franklin,27,709,515-3626
164,Ashley,Payne,357,437,202-4417
165,Peter,Adams,1,604,245-9394
166,Leslie,Jenkins,150,780,273-7976
167,Alex,Reese,249,873,841-6999
168,Samantha,Martin,134,782,395-1902
169,Robert,Johnson,51,416,411-7703
170,Alexandria,Macias,298,437,179-6329
171,Erika,Porter,25,705,242-9153
172,Angela,Kennedy,351,807,701-5274
173,Tracy,Fisher,198,250,860-7158
174,Michele,Flores,214,807,400-8814
175,Natalie,Fields,16,437,514-9307
176,Jennifer,Ware,15,403,769-8421
177,Laura,Martinez,248,365,749-2870
178,Barry,Byrd,197,604,650-4322
179,John,Maynard,202,438,725-5513
180,Monica,Lyons,255,226,958-7714
181,Mike,Miller,1,807,788-4271
182,Kyle,Saunders,271,367,201-1200
183,Tammy,Simmons,215,780,747-2674
184,Anthony,Green,137,581,871-4424
185,John,Nguyen,17,778,928-4932
186,Zachary,Myers,108,236,305-4872
187,Melissa,Burns,306,581,345-7542
188,Rebecca,Rodriguez,354,204,753-8875
189,Kyle,Ramos,148,807,304-5571
190,Julie,Alvarez,16,778,896-7408
191,Wayne,Odonnell,312,236,934-1906
192,Andrew,Allen,391,807,435-7369
193,Shelby,Neal,106,437,907-7069
194,Kayla,Bailey,274,250,966-8621
195,Mackenzie,Morris,163,825,491-3855
196,Jill,Ward,136,403,930-2880
197,Robert,Alvarez,262,506,945-7284
198,Kyle,Irwin,250,365,494-6509
199,Brandon,Travis,4,867,379-8191
200,Matthew,Mitchell,110,778,257-8142
201,Karen,Christensen,217,905,147-6316
202,Christine,Hamilton,251,450,980-2546
203,Deborah,Yang,56,548,390-1818
204,Patricia,Gallagher,6,782,402-2247
205,Brittany,Edwards,266,604,310-1033
206,Stephanie,Butler,273,204,445-3330
207,Anna,Strickland,289,431,113-3675
208,William,Webb,9,437,756-9636
209,Kristopher,Thomas,167,581,773-1687
210,Maurice,Miller,373,289,298-8525
211,Arthur,Lawrence,6,613,779-2640
212,Anthony,Harris,369,236,356-6577
213,Terrence,Harrison,340,873,414-1307
214,Kimberly,Rogers,86,647,300-1480
215,Christina,Knox,266,519,172-8243
216,Shannon,Macias,264,514,815-9116
217,Patrick,Cherry,167,780,812-5389
218,Rodney,Phillips,308,705,306-4039
219,Lisa,Perez,394,226,635-8092
220,Megan,Rogers,347,450,372-5990
221,Kendra,Thomas,55,204,422-7350
222,Roger,Walker,154,867,660-5861
223,Whitney,Morrison,223,778,235-6081
224,Stanley,Clark,271,825,485-3828
225,Chelsea,Moore,91,506,222-2311
226,Rachel,Mendoza,363,438,905-3415
227,Christopher,Henderson,307,438,324-3648
228,David,Cook,24,780,489-4503
229,Andrew,Larson,187,778,411-1948
230,Laurie,Stewart,64,418,201-1092
231,Ryan,Johnson,258,204,174-6923
232,Lisa,Mckenzie,198,204,833-4450
233,Douglas,Robinson,21,306,235-9159
234,Sarah,Vaughn,344,450,481-9428
235,Christian,Wright,321,548,915-1057
236,Brenda,Austin,28,204,971-2003
237,Michael,Stephens,368,306,352-5568
238,Matthew,Escobar,40,905,924-5355
239,Katherine,Winters,33,873,855-4154
240,Grant,Mejia,357,548,116-2973
241,Daniel,Krause,369,867,616-8326
242,Elizabeth,Johnson,354,905,779-4911
243,Stacey,Brown,94,905,673-3891
244,Leslie,Suarez,105,236,222-9296
245,Jennifer,Brown,218,519,836-7072
246,Gregory,Kent,53,705,351-6629
247,Kelly,Garrison,294,780,576-2561
248,Joseph,Martin,236,367,310-5101
249,Victoria,Morgan,61,403,120-7275
250,Steven,Garner,32,780,342-3447
251,Fernando,Collins,383,416,709-1292
252,Tiffany,Smith,123,782,174-7420
253,Jesse,Carpenter,165,825,898-4906
254,Eric,Harper,282,825,181-7673
255,Lauren,Fisher,119,613,166-3955
256,Lauren,Mooney,369,807,857-9962
257,Matthew,Alexander,136,819,231-2875
258,Lynn,Wilson,256,514,756-2933
259,Jonathan,Walls,287,905,418-5783
260,Alexander,Wilson,286,236,242-1101
261,Austin,Smith,172,613,616-8920
262,Trevor,Oneill,136,709,340-3239
263,James,Diaz,113,604,699-5851
264,Allison,Herrera,201,867,119-4064
265,Adam,Frazier,108,437,144-4139
266,Hailey,Hoover,76,905,136-4371
267,Scott,Riley,150,514,793-1719
268,Tammy,Price,19,306,249-6318
269,Gregory,Moody,336,416,372-6786
270,Joy,Hill,219,548,893-5193
271,Stephen,White,387,226,842-1539
272,John,Kent,346,709,589-4301
273,Tina,Huber,142,437,929-8890
274,Christopher,Holt,392,367,613-1858
275,Courtney,Stewart,37,367,172-9936
276,Michael,Watkins,66,343,206-4195
277,Stephen,Scott,46,647,467-6718
278,Sarah,Floyd,203,867,854-3818
279,Jonathan,Myers,301,579,693-3935
280,Jessica,Carr,23,506,730-5222
281,Austin,Gonzales,385,873,647-4207
282,Thomas,Myers,132,819,177-3126
283,Monica,Young,76,343,166-8252
284,James,Baker,356,367,420-5047
285,Theresa,Campos,203,548,531-6041
286,Megan,Novak,119,416,309-2355
287,Lynn,Grimes,115,506,181-5602
288,Deanna,Simon,338,250,122-4597
289,Aaron,Lyons,132,873,732-6228
290,Benjamin,Krause,170,581,660-8560
291,Stephanie,Mclaughlin,240,249,838-9421
292,Tanya,Tran,137,778,509-9688
293,Johnathan,Guerrero,288,647,548-2880
294,Stephanie,Patel,242,204,985-6557
295,Erika,Bates,325,782,733-8145
296,Joshua,Nichols,66,204,758-8105
297,Charles,Romero,43,506,124-4554
298,Sheila,Evans,285,437,726-2797
299,Michael,Castillo,323,365,401-5208
300,Linda,Thornton,243,604,102-1075
301,William,Soto,148,289,713-9867
302,Rhonda,Johnson,62,519,503-2693
303,Kristie,Thompson,145,873,833-9188
304,Amy,Garcia,253,905,628-2639
305,Christopher,Baker,78,905,815-9109
306,Logan,Carr,280,289,815-9110
307,Tara,Brock,181,613,105-4178
308,Matthew,Perez,328,416,774-9615
309,Wayne,Guzman,386,418,904-1172
310,Stephanie,Steele,117,548,404-4916
311,Michael,Young,201,431,178-5251
312,Jerry,Nguyen,248,807,372-8263
313,Tina,Osborne,34,416,113-9159
314,Jeremy,Elliott,121,647,664-8498
315,Chelsea,Leonard,12,705,790-4911
316,Joshua,Rangel,329,403,400-8847
317,Elizabeth,Lopez,60,902,327-3360
318,Lawrence,Ford,220,250,171-5549
319,Stephanie,Hester,192,587,228-7782
320,Christopher,Strickland,57,807,103-8906
321,Michael,Jones,210,514,148-5348
322,Paige,Baxter,267,431,321-3901
323,Carl,Bowers,158,604,610-4300
324,Robert,Turner,315,902,401-2068
325,Julia,Carter,368,249,855-7265
326,Rhonda,Nelson,50,782,705-2389
327,Stephanie,Matthews,117,236,695-9921
328,Brandon,Goodman,171,825,233-4537
329,David,Gregory,329,604,169-5478
330,Sarah,Williams,109,807,240-2349
331,Katie,Harrington,7,902,234-2588
332,Tammy,Walker,335,647,513-2775
333,Craig,Fernandez,313,226,342-8324
334,Melanie,Smith,123,647,402-6862
335,Shelby,Mccullough,24,250,508-9968
336,Timothy,Stone,239,450,664-8429
337,Rebecca,Bond,21,780,133-8041
338,Michael,Johnson,336,867,193-3164
339,Alan,Kent,312,367,123-2022
340,Matthew,Hamilton,164,249,856-7147
341,Sarah,Moore,183,604,641-4499
342,Frank,Lewis,11,819,378-8388
343,Betty,King,336,902,658-5509
344,Rebecca,Webster,310,709,234-7268
345,Garrett,Willis,75,236,170-3402
346,Vincent,Daniel,37,226,128-3959
347,Heidi,Hebert,50,431,177-9134
348,Michael,Thomas,296,825,646-9278
349,Stephen,Peterson,373,613,380-4108
350,Amanda,Ray,127,579,379-2320
351,Samuel,Glass,203,587,175-7766
352,Jeffrey,Mason,346,418,926-3009
353,Michael,Cantu,314,780,560-6528
354,Barbara,Alvarado,12,437,424-2202
355,Scott,Porter,147,438,827-8164
356,Diana,Walton,199,431,238-3752
357,Caleb,Rivas,1,807,591-7656
358,Jessica,Mullins,191,416,302-8303
359,Lori,Anderson,142,289,124-7888
360,Tiffany,Anderson,55,867,715-9335
361,Megan,Thomas,66,905,334-5499
362,Jose,Soto,339,506,632-3620
363,Jessica,Lopez,358,403,409-5660
364,Jonathan,Gonzalez,196,902,938-5634
365,Samuel,Owens,166,780,110-1431
366,Jennifer,Hernandez,177,647,302-6630
367,Andre,Bowen,257,431,704-1610
368,Michael,Duffy,391,604,150-5060
369,Michael,Roberson,103,306,273-3590
370,Richard,Becker,179,403,515-1694
371,Denise,Walton,265,579,347-8598
372,Courtney,Edwards,62,431,319-6002
373,Megan,Porter,369,705,738-6294
374,Anna,Jones,236,236,797-2429
375,Karen,Rodriguez,377,236,555-3716
376,Ronald,Richmond,348,250,361-7490
377,Hannah,Gallegos,326,450,658-5767
378,Adam,Daniel,44,431,238-5585
379,Paula,Reed,167,306,885-1908
380,Jared,Smith,322,780,888-5119
381,Rachel,Kemp,364,819,687-3315
382,Dennis,Mcclain,32,819,297-5569
383,Angela,Jensen,143,403,859-6162
384,Grace,Williams,252,306,422-2001
385,Mary,Donovan,284,613,706-5490
386,James,Castaneda,195,236,870-4275
387,Ryan,Hanson,355,709,800-7841
388,William,White,235,365,829-3708
389,Travis,Rosales,333,548,380-9154
390,Perry,Elliott,229,343,394-3432
391,John,Miller,390,236,443-7869
392,Omar,Mason,264,416,609-6399
393,Brandy,Vang,44,548,927-1028
394,Luis,Thomas,317,778,326-9010
395,Kevin,Rocha,101,416,296-4860
396,Ryan,Frye,225,778,867-4868
397,Morgan,Phillips,154,519,586-7531
398,John,White,266,249,320-5135
399,Stephanie,Gutierrez,6,514,232-8843
400,Travis,Davis,16,226,804-8213
401,Gabriel,Adams,15,431,599-8997
402,Lauren,David,174,647,482-2978
403,Sara,Mendoza,46,418,534-8647
404,Patricia,Smith,15,204,922-4292
405,Jacob,Gutierrez,137,450,823-6923
406,Jessica,Pitts,100,514,670-2168
407,Karen,Hernandez,83,365,292-4946
408,Andrew,Price,186,548,726-3152
409,Courtney,Rhodes,296,604,576-4647
410,Christopher,Hunter,168,639,367-3156
411,Jamie,Ramirez,123,403,544-9608
412,Joseph,Sullivan,367,825,584-1109
413,Brianna,Bauer,52,450,966-5068
414,Sarah,Simpson,333,705,974-7528
415,Jesus,Clark,10,416,575-2763
416,Brian,Landry,292,579,104-9857
417,James,Snyder,139,873,824-3651
418,Miranda,Montoya,313,403,481-9104
419,Megan,Hall,14,873,830-9105
420,William,Arellano,155,604,288-3444
421,Donald,Hernandez,364,431,375-3118
422,Andrew,Johnson,192,604,839-8339
423,Shawn,Ramirez,36,236,749-2407
424,Jesse,Bray,133,514,753-4523
425,Kyle,Lewis,356,905,986-2530
426,Caroline,Liu,165,825,619-5012
427,Ashley,Bradley,41,418,172-6281
428,Andrew,Roberson,84,367,720-1532
429,Jorge,Larson,99,343,223-3842
430,Douglas,Grimes,243,548,926-4807
431,David,York,241,236,685-6678
432,Gina,Gonzalez,198,873,614-4118
433,Anthony,Kennedy,128,250,935-8645
434,Phillip,Chavez,100,613,136-2459
435,Marcus,Wright,29,639,581-9441
436,Sara,Ramirez,226,902,844-4287
437,Karen,Ryan,167,431,867-3014
438,John,Jones,354,647,419-6813
439,Madison,Flores,245,902,319-2283
440,Alexander,Bates,356,226,625-9543
441,Jeffery,Gross,234,365,987-3053
442,Daniel,Leonard,76,204,669-1344
443,Steve,Williams,85,519,189-1518
444,Andrew,Rice,96,819,561-7828
445,Ashley,Warren,206,587,436-7104
446,Devin,Andrews,72,289,245-1882
447,Janice,Harris,319,289,615-3914
448,Erika,Thompson,391,250,192-2352
449,Angela,Kelly,86,873,914-6177
450,Darryl,Ross,146,418,257-8166
451,Michael,Snyder,101,450,561-9594
452,John,Santos,376,819,605-6607
453,Denise,Carpenter,391,289,441-9407
454,Mary,Macdonald,351,782,187-3343
455,Brenda,Duffy,293,902,690-1231
456,William,Gilbert,14,778,782-3430
457,Carolyn,Kelly,115,416,233-6206
458,Melanie,Campbell,35,249,820-5534
459,Melissa,Huber,210,367,261-1384
460,Kristin,Hoffman,116,819,867-9944
461,Thomas,Davis,152,581,264-6531
462,Jason,Willis,225,819,961-5028
463,Michael,Mckinney,307,506,783-4369
464,Cheryl,Butler,270,709,355-9494
465,Christina,Taylor,131,825,769-4757
466,Laura,Thompson,162,343,532-2979
467,Charles,Ochoa,151,647,814-8206
468,Erica,Smith,117,416,369-2697
469,Colleen,Gutierrez,90,873,422-6517
470,Amy,Vargas,222,306,511-4757
471,Taylor,Alexander,27,782,453-7121
472,Joseph,Boyd,353,587,378-6901
473,Adrienne,Obrien,327,289,441-8431
474,Daniel,Robertson,144,709,513-6829
475,Anthony,Rivera,61,438,132-4504
476,Sergio,Norman,65,250,534-4625
477,Edward,Fuller,217,438,848-2167
478,Kevin,Walter,185,587,633-7019
479,Tamara,Wilkerson,139,778,813-1920
480,Patricia,Yates,155,506,416-1800
481,Shawn,Christian,210,226,588-9554
482,David,Warner,134,604,154-9079
483,Dennis,Willis,162,289,569-3964
484,Tiffany,Snyder,219,782,998-7023
485,Jeremy,Hunter,355,548,511-2219
486,Chelsey,Wilson,96,431,994-4272
487,John,Shannon,363,587,539-8636
488,Jerry,Daniel,296,365,980-6366
489,Phillip,Schmidt,277,902,939-4054
490,John,Daniels,53,581,197-6819
491,Bonnie,Espinoza,156,514,618-6528
492,Kathy,Stephens,14,236,527-1603
493,Craig,Lara,231,204,663-1873
494,Joy,Eaton,146,514,934-9283
495,Nathan,Norris,165,438,763-2788
496,Andrew,Donovan,324,450,908-9108
497,Gabriel,Olson,11,604,705-1474
498,Jeffrey,Ruiz,233,782,939-3041
499,Christopher,Wright,318,905,360-5138
500,John,Chambers,10,204,768-7881
501,Randy,Snyder,241,579,964-1914
502,Sharon,Mitchell,65,613,933-8987
503,Kathryn,Whitehead,151,403,512-3950
504,Ruth,Yates,196,778,883-3648
505,Crystal,Hart,218,437,785-2528
506,Dorothy,Romero,298,519,851-8366
507,Donald,Stewart,21,867,209-7907
508,Joshua,Molina,245,778,407-7815
509,Jessica,Kirby,116,647,389-9887
510,Samantha,Oconnor,239,306,302-7074
511,David,Williams,394,431,235-7395
512,Justin,Spencer,219,581,138-2743
513,Trevor,Taylor,52,782,418-3235
514,David,Cummings,241,579,726-5976
515,Renee,Nichols,210,902,670-2047
516,Emily,Sparks,377,450,478-9769
517,David,Gomez,71,581,351-6947
518,Robert,Burns,236,437,602-6893
519,Ann,Wilson,364,431,464-6804
520,Matthew,Christensen,115,403,702-9554
521,Autumn,Stevens,23,365,372-7045
522,John,Arnold,41,581,833-8492
523,Rachel,Parks,177,438,497-5408
524,Ashley,Pope,43,867,454-1408
525,Kristy,Phillips,169,514,383-9329
526,Lori,Garza,381,905,160-6577
527,Chelsea,Allen,255,416,873-6088
528,Katherine,Mendez,353,306,281-8860
529,Carl,Dixon,135,437,522-1490
530,Melanie,Walker,296,416,159-1440
531,Kellie,Jensen,82,306,211-4156
532,Jonathan,Bell,339,825,249-7937
533,Cristian,Jordan,206,639,154-2526
534,James,Zavala,104,416,325-4441
535,Christine,Webb,83,639,725-2764
536,Ana,Cook,191,367,977-1728
537,Deanna,Ware,325,639,902-8419
538,Victoria,Orr,285,587,906-3471
539,Brian,Tran,170,604,446-4857
540,Patrick,Mccarthy,375,249,388-4360
541,James,Gilmore,309,867,785-8485
542,Jennifer,Kidd,269,431,288-8964
543,Kent,Arnold,17,250,811-6019
544,Kevin,Hines,305,639,736-6427
545,Kelly,Johnson,156,782,577-2406
546,Heather,Craig,99,705,367-8714
547,Travis,Miller,181,604,659-7544
548,Samuel,Matthews,187,548,251-6257
549,Jose,Walker,130,709,876-3797
550,Robert,Reyes,71,306,357-8647
551,Louis,Dunn,258,825,246-2838
552,Lynn,Lee,50,514,649-4414
553,Norman,Arroyo,233,581,938-7045
554,Christian,Carr,376,306,100-3316
555,Mark,Skinner,270,431,173-9391
556,Christine,Sellers,287,581,363-8219
557,Megan,Diaz,165,782,172-4199
558,Jeffrey,Weber,48,506,757-6412
559,Heather,Coleman,9,709,805-9707
560,Kathryn,Myers,62,709,415-2388
561,Taylor,Thomas,18,902,257-9172
562,Teresa,Roberts,36,431,609-2853
563,Karina,Smith,4,506,225-1442
564,Nancy,Johnson,392,647,549-7547
565,Jacqueline,Mendoza,143,438,397-5489
566,Pam,Robinson,301,548,526-3873
567,Dakota,Ellis,298,873,562-5107
568,Steven,Chavez,4,587,978-8853
569,Michael,Clark,206,778,908-7127
570,Richard,Hess,205,587,307-8937
571,James,Wood,246,519,152-9561
572,Robin,Harvey,108,204,226-6013
573,Joshua,Allen,105,581,949-7457
574,Barry,Jacobs,358,519,187-3146
575,Karen,Deleon,119,705,436-7095
576,Christina,Crawford,40,905,631-3835
577,Brittany,Fields,89,343,867-2000
578,Richard,Gilbert,241,289,474-4944
579,David,Cross,98,289,787-1723
580,Sheryl,Harper,179,902,989-9098
581,Penny,Yoder,350,905,480-6514
582,Timothy,Morris,371,867,635-6855
583,Sarah,Williams,231,873,550-6621
584,Chad,Trujillo,353,604,922-3773
585,Tyler,Villegas,150,249,995-5630
586,Elizabeth,Hodges,130,450,662-3156
587,Darryl,Montes,38,431,427-2742
588,Robert,Phillips,6,367,431-4172
589,Rachel,Jackson,256,250,626-1521
590,Ronnie,Curry,165,250,518-9978
591,Thomas,Robinson,258,438,244-8137
592,Emily,Gallegos,245,902,975-8718
593,Tina,West,324,825,398-9779
594,Cheryl,Hammond,224,587,396-3465
595,Jasmine,Robinson,87,782,515-2061
596,Jessica,Logan,355,905,355-7192
597,Justin,Jones,206,579,426-5796
598,Travis,Shelton,183,343,239-7965
599,Megan,Erickson,293,709,730-2675
600,Austin,Strickland,188,365,678-6722
601,Kyle,Thomas,173,819,993-8035
602,Gwendolyn,Oconnor,276,825,400-1435
603,Danielle,Krueger,3,778,592-5565
604,Amy,Christensen,111,613,933-8076
605,Albert,Parker,132,548,272-4615
606,Henry,Lewis,386,506,921-5457
607,Lori,Webster,165,782,832-4868
608,Elizabeth,Hernandez,145,437,389-6948
609,Joseph,Garcia,16,438,362-3833
610,Timothy,Mercer,203,204,672-7760
611,Gina,Brown,149,873,184-1099
612,Kara,Peters,392,581,391-8399
613,Jessica,Owen,313,249,967-1420
614,David,Reed,104,778,579-2261
615,Charles,Pittman,11,249,564-3731
616,Johnathan,Freeman,223,579,581-4710
617,David,Bowen,317,418,154-2320
618,Nicholas,Noble,8,581,283-7968
619,Charles,Stuart,41,647,986-3740
620,Jessica,Fitzgerald,15,418,357-2277
621,Karen,Boone,341,250,393-1844
622,Sheri,Thomas,115,782,570-5753
623,Jennifer,Henry,282,778,545-1232
624,Jacob,Roberts,341,613,357-8999
625,Willie,Barry,30,778,156-5080
626,Daniel,Bennett,77,587,564-6631
627,Jennifer,Cohen,185,709,540-4933
628,Jeffrey,Jackson,54,873,159-5930
629,Michael,Owens,172,807,560-4777
630,Nathan,Lopez,371,367,165-8432
631,Heather,Young,35,639,810-4374
632,Robert,Patterson,38,548,814-9497
633,Dalton,Ayala,28,902,674-8780
634,Jessica,Morales,339,450,479-3018
635,Laura,Wiggins,81,587,834-1912
636,Aimee,Munoz,40,506,598-6997
637,William,White,329,873,883-6598
638,Megan,Johnson,261,204,397-1731
639,Patricia,Maldonado,185,289,920-9660
640,Sally,Lewis,342,431,837-7702
641,Stephanie,Klein,157,807,446-2952
642,Aimee,Smith,339,778,738-7441
643,Miguel,Schneider,183,514,240-2399
644,Denise,Robinson,75,226,430-6150
645,William,Hardy,83,825,811-7980
646,Steven,Berry,319,437,903-1517
647,Tracy,Medina,280,902,668-9561
648,Eric,Harris,167,579,538-9837
649,Taylor,Brewer,4,819,673-5829
650,Antonio,Gonzalez,70,204,522-1674
651,Anna,Kelly,367,403,743-6910
652,Christy,Shaffer,279,367,256-3210
653,Amy,Benjamin,102,825,662-4575
654,Arthur,Wang,329,250,108-9007
655,Christian,Stout,308,226,753-8063
656,Brandon,Chang,295,825,548-8795
657,Nancy,Campos,241,236,390-3652
658,Garrett,Reynolds,78,579,613-3795
659,Katherine,Hood,170,236,383-5178
660,Lynn,Brown,276,204,495-5817
661,Justin,Hernandez,274,579,314-1726
662,Lauren,Nash,294,579,945-3850
663,Justin,Blair,174,204,430-3554
664,Dennis,Nicholson,280,431,951-3552
665,Shannon,Richard,191,514,828-2294
666,Jeremy,Hall,309,782,851-3345
667,Alan,Mack,361,807,862-8272
668,Brandon,Smith,362,204,174-4751
669,Destiny,Anderson,366,819,755-5750
670,Thomas,Steele,355,705,566-9204
671,Allison,Bass,146,867,746-1318
672,Kristin,Thomas,315,778,995-1379
673,Brandon,Mckinney,307,825,270-5539
674,Joanne,Boyer,113,403,931-4433
675,Bruce,Escobar,95,867,513-3040
676,Kevin,Kim,306,709,788-6962
677,Nicholas,Jones,377,587,312-8461
678,Brandon,Hall,176,416,655-3853
679,Daniel,Schultz,72,437,441-5881
680,Seth,Carlson,156,581,626-4164
681,Pamela,Anderson,345,365,936-9567
682,Amanda,Johnson,229,343,253-5805
683,Robert,Murray,252,819,146-3358
684,Megan,Jackson,66,514,304-6974
685,Brittany,Brennan,235,807,994-4019
686,Jennifer,Valdez,90,613,169-1999
687,Sarah,Nolan,370,581,109-2080
